招聘信息id,求职者id,匹配度
1482194457225986067,1582598236647063552,0.8640233229393358
1482194457225986068,1582598236647063552,0.8640233229393358
1482195175148224520,1470313042016337920,0.8638126635893677
1482195175148224521,1470313042016337920,0.8638126635893677
1482192055257137166,1582598236647063552,0.8635657620952534
1482196280712232975,1582598236647063552,0.8634521610806756
1482191940312236047,1470313042016337920,0.8634129731279825
1524992426459136001,1470313042016337920,0.8627831241387897
1524956737138982912,1467792600214929408,0.8623040386533408
1482184521620258821,1467792600214929408,0.862277996641709
1482184521620258821,1470313042016337920,0.8622021735158153
1567747885687242752,1470313042016337920,0.8620223289767929
1524956737138982912,1469222105404014592,0.8619440725420224
1482196338836897802,1582598236647063552,0.8616126905553554
1482196338836897804,1582598236647063552,0.8616126905553554
1482196280712232987,1582598236647063552,0.8616126905553554
1482196280712232985,1582598236647063552,0.8616126905553554
1482194190791213062,1582598236647063552,0.8615020787757952
1524992426459136003,1599636587363303424,0.8609466133734809
1523853950648975361,1582598236647063552,0.8609196034151101
1482191860389773325,1582598236647063552,0.8608993773602889
1523853950653169664,1467792600214929408,0.8605331387619047
1524992426459136003,1582598236647063552,0.8605224664261699
1482196338832703503,1467792600214929408,0.8604983828925123
1542028331946475520,1467792600214929408,0.8602421957027426
1482185135670558725,1467792600214929408,0.8597749125489155
1523853950653169665,1467792600214929408,0.8593022177750809
1526834259040534528,1582598236647063552,0.8592215704746269
1631112859985510400,1582598236647063552,0.8589766533292924
1482195512210882569,1470203287771938816,0.8588713689887018
1482194903424434217,1470313042016337920,0.8586294292202734
1482194903424434218,1470313042016337920,0.8586294292202734
1482194903424434219,1582598236647063552,0.858621794480323
1482191860389773323,1582598236647063552,0.8580989308061371
1482196338836897793,1582598236647063552,0.857898784092834
1482196338836897792,1582598236647063552,0.857898784092834
1567747885691437056,1469222105404014592,0.8568430300032497
1482191940312236047,1467792600214929408,0.8563225251404114
1482194903428628490,1467792600214929408,0.8556196686739723
1523505369161269249,1469222105404014592,0.8552790713455026
1567747885691437056,1467792600214929408,0.8546965347712816
1528570603106336768,1470313042016337920,0.8545542671051973
1482191860389773326,1469222105404014592,0.8542365424158116
1482191860389773326,1467792600214929408,0.8542365424158116
1482191860389773326,1599636587363303424,0.8539976520078689
1631112859897430016,1599636587363303424,0.8539861031564028
1482195359529828368,1467792600214929408,0.8538239409485848
1522088865735770113,1469222105404014592,0.8536969892626278
1542028331946475520,1470313042016337920,0.8535239941801802
1482185263353561097,1582598236647063552,0.8531823803063062
1482185263353561096,1582598236647063552,0.8531823803063062
1631112859897430016,1469222105404014592,0.8529537825564342
1482194903424434218,1467792600214929408,0.8527777517644677
1482194903424434217,1467792600214929408,0.8527777517644677
1482193597322362883,1582598236647063552,0.8525305767664395
1482185488751263756,1582598236647063552,0.8523598955011856
1482188020961640456,1582598236647063552,0.8523598955011856
1539456406367895554,1467792600214929408,0.8522003055332749
1482183390651351040,1582598236647063552,0.8520006193781811
1482194903416045590,1582598236647063552,0.8519495133124865
1482195512215076867,1582598236647063552,0.8519384113220765
1567747885687242752,1582598236647063552,0.8518882221303026
1482195512210882569,1467792600214929408,0.8515102526782155
1482185135670558724,1467792600214929408,0.8515053835933368
1482185135670558723,1467792600214929408,0.8515053835933368
1482195359525634048,1467792600214929408,0.8514025332070461
1631112859897430016,1467792600214929408,0.8512997707611835
1523505369165463552,1467792600214929408,0.8509323902516202
1482196338832703503,1471049670871613440,0.8505511928000448
1522088865735770113,1467792600214929408,0.8505158136665963
1482195512215076867,1470313042016337920,0.8503872008200405
1482195175144030215,1468110505502703616,0.8498402078525046
1482195175144030213,1468110505502703616,0.8498402078525046
1482195359525634048,1469222105404014592,0.8497383777505598
1542028331946475520,1582598236647063552,0.849726153697445
1539456406367895554,1469222105404014592,0.8496038991161543
1482192055257137152,1599636587363303424,0.8496025355039113
1539456406367895553,1470313042016337920,0.8495410278049106
1482185135670558724,1582598236647063552,0.8491968664971109
1482185135670558723,1582598236647063552,0.8491968664971109
1528570603106336768,1469222105404014592,0.8489425131265985
1524992426459136000,1467792600214929408,0.8488663640900901
1482192055257137152,1467792600214929408,0.8476595484764045
1523853950648975361,1467792600214929408,0.8474379006666666
1539449854449811456,1470313042016337920,0.8473376262961818
1539456406367895552,1470313042016337920,0.8473376262961818
1482185135670558723,1468148406491938816,0.8465077115455916
1482185135670558724,1468148406491938816,0.8465077115455916
1524992426459136000,1469222105404014592,0.8463414599557307
1482195359529828368,1470313042016337920,0.8462346554158489
1631112859985510400,1467792600214929408,0.8451818950989154
1482185135670558725,1582598236647063552,0.8450754241515427
1482196280712232985,1599636587363303424,0.8446769437141336
1482196280712232987,1599636587363303424,0.8446769437141336
1482196338836897802,1599636587363303424,0.8446769437141336
1482196338836897804,1599636587363303424,0.8446769437141336
1482191860389773326,1470313042016337920,0.844526193711476
1482194903424434218,1582598236647063552,0.8444540188168339
1482194903424434217,1582598236647063552,0.8444540188168339
1555102215444758529,1582598236647063552,0.8439592131774358
1528570603106336768,1582598236647063552,0.8436883579958718
1482195175148224520,1582598236647063552,0.8431924157481165
1482195175148224521,1582598236647063552,0.8431924157481165
1523505369161269249,1470313042016337920,0.8427986140009376
1482185135670558723,1462717242717372416,0.8424001434532712
1482185135670558724,1462717242717372416,0.8424001434532712
1482185135670558724,1470203287771938816,0.842268794813961
1482185135670558723,1470203287771938816,0.842268794813961
1482194903428628481,1470313042016337920,0.8421289804268928
1482184690793316352,1582598236647063552,0.8413845805015269
1482184521620258823,1582598236647063552,0.8413845805015269
1482185135670558725,1470313042016337920,0.8406779895703341
1482195175148224521,1599636587363303424,0.8406749364548848
1482195175148224520,1599636587363303424,0.8406749364548848
1523853950653169664,1582598236647063552,0.8403859768293229
1482194903424434218,1466004681011625984,0.8401944709969555
1482194903424434217,1466004681011625984,0.8401944709969555
1539456406367895553,1467792600214929408,0.8400988150199018
1482192055257137152,1582598236647063552,0.8400573441823432
1482192126040211457,1467792600214929408,0.8399778133468697
1482192126040211458,1467792600214929408,0.8399778133468697
1482196280712232987,1468110505502703616,0.8398453080740741
1482196338836897804,1468110505502703616,0.8398453080740741
1482196280712232985,1468110505502703616,0.8398453080740741
1482196338836897802,1468110505502703616,0.8398453080740741
1526834259040534528,1479478335108153344,0.8396729084754863
1524956737138982912,1582598236647063552,0.8391561358344809
1482194903428628481,1582598236647063552,0.8384550351384785
1524992426459136001,1582598236647063552,0.8382266093462395
1482191940312236047,1582598236647063552,0.8376343023603006
1523505369165463552,1470313042016337920,0.8375359256643536
1482183390651351040,1469222105404014592,0.8375158534804856
1523505369161269249,1582598236647063552,0.8374120308809302
1539449854449811456,1599636587363303424,0.8373624455417703
1539456406367895552,1599636587363303424,0.8373624455417703
1523853950653169665,1469222105404014592,0.8372138739670304
1539456406367895553,1582598236647063552,0.8369846444472463
1482196338836897804,1468148406491938816,0.8368616093540373
1482196338836897802,1468148406491938816,0.8368616093540373
1482196280712232985,1468148406491938816,0.8368616093540373
1482196280712232987,1468148406491938816,0.8368616093540373
1482195175148224520,1466004681011625984,0.8368468207141497
1482195175148224521,1466004681011625984,0.8368468207141497
1482194903428628490,1470313042016337920,0.8356380354725869
1526834259040534528,1469173034668654592,0.8354545569340242
1524956737138982912,1470313042016337920,0.8349822665508183
1482196338836897802,1462717242717372416,0.8349543613013338
1482196280712232985,1462717242717372416,0.8349543613013338
1482196338836897804,1462717242717372416,0.8349543613013338
1482196280712232987,1462717242717372416,0.8349543613013338
1482184521620258821,1466004681011625984,0.8349540437694586
1482194903428628481,1467792600214929408,0.8348447645993803
1482196338832703503,1599636587363303424,0.8346119332242485
1482195359525634048,1468148406491938816,0.8344535493551802
1567747885691437056,1470313042016337920,0.8344493739737475
1482194903428628490,1582598236647063552,0.8343203049141336
1524956737138982912,1599636587363303424,0.8342622735834926
1523853950648975361,1599636587363303424,0.8341748910535872
1522088865735770113,1470313042016337920,0.8339960136474435
1482183390651351040,1466004681011625984,0.8339624790032898
1482195359529828368,1582598236647063552,0.8336062899104401
1482195175144030215,1468148406491938816,0.8334944470556803
1482195175144030213,1468148406491938816,0.8334944470556803
1541254101239726080,1469222105404014592,0.8334344751406683
1482194288887595016,1467792600214929408,0.8333644178307542
1482194288887595016,1469222105404014592,0.8332994688487185
1482192055257137152,1462717242717372416,0.8331258017460095
1482196280712232987,1471049670871613440,0.8330417734953874
1482196338836897802,1471049670871613440,0.8330417734953874
1482196338836897804,1471049670871613440,0.8330417734953874
1482196280712232985,1471049670871613440,0.8330417734953874
1523853950653169665,1582598236647063552,0.8329271871656796
1523853950653169665,1470313042016337920,0.8329195441217181
1482195512210882569,1462717242717372416,0.8327727392638964
1523853950653169664,1599636587363303424,0.8327543082075005
1567747885687242752,1467792600214929408,0.8325227495044125
1482194288887595016,1466004681011625984,0.8324137699263114
1482183390651351040,1468148406491938816,0.8323125811729307
1482184521620258821,1462717242717372416,0.8316327844490502
1482195512210882569,1468148406491938816,0.8316147362916971
1482191860389773326,1467797054184095744,0.8314923868672561
1482195175144030213,1466004681011625984,0.8314770249064946
1482195175144030215,1466004681011625984,0.8314770249064946
1482192126040211458,1470313042016337920,0.8314257617241223
1482192126040211457,1470313042016337920,0.8314257617241223
1539456406367895554,1470313042016337920,0.8313896117249661
1482194288887595018,1467792600214929408,0.8313767125239281
1482194288887595017,1467792600214929408,0.8313767125239281
1482195512215076867,1467792600214929408,0.8313741905884233
1523853950653169664,1469222105404014592,0.831068853047619
1539456406367895554,1582598236647063552,0.8310009047887179
1482195175144030213,1470203287771938816,0.8308592923623919
1482195175144030215,1470203287771938816,0.8308592923623919
1631112859985510400,1466004681011625984,0.8308030057196435
1482195512210882569,1599636587363303424,0.8307543618398957
1482195175144030215,1467792600214929408,0.8304324003431861
1482195175144030213,1467792600214929408,0.8304324003431861
1542028331946475520,1469222105404014592,0.8302350876936937
1482195175148224521,1462717242717372416,0.8302076185789798
1482195175148224520,1462717242717372416,0.8302076185789798
1482194903428628481,1470203287771938816,0.8300751591314742
1482196338832703503,1468148406491938816,0.8300304454214699
1522088865735770113,1582598236647063552,0.8300078938639495
1482195175144030215,1462717242717372416,0.8299630663628917
1482195175144030213,1462717242717372416,0.8299630663628917
1482194903424434218,1462717242717372416,0.8299103164348187
1482194903424434217,1462717242717372416,0.8299103164348187
1631112859985510400,1469222105404014592,0.8294879808677684
1482191860389773326,1469173034668654592,0.8294653712608199
1482194288887595018,1466004681011625984,0.8294322119660724
1482194288887595017,1466004681011625984,0.8294322119660724
1482192055257137152,1468148406491938816,0.8292476045030868
1482183390651351040,1470313042016337920,0.8290278871927466
1482194903424434217,1468110505502703616,0.8290084518474073
1482194903424434218,1468110505502703616,0.8290084518474073
1482195512210882569,1468110505502703616,0.8289755167310787
1567747885687242752,1470203287771938816,0.8287356205714236
1523853950648975361,1466004681011625984,0.8285932999538438
1524992426459136001,1467792600214929408,0.8282304786552448
1523505369165463552,1582598236647063552,0.8280443172760535
1482191860389773326,1582598236647063552,0.8279724090499002
1482194288887595018,1469222105404014592,0.8277227575402425
1482194288887595017,1469222105404014592,0.8277227575402425
1482196338832703503,1468110505502703616,0.8276443535504839
1567747885691437056,1582598236647063552,0.8274878121897056
1482195359525634048,1582598236647063552,0.827482317926512
1482195512210882562,1461534785997504512,0.8273704594023923
1482194903424434217,1470203287771938816,0.8272033129428022
1482194903424434218,1470203287771938816,0.8272033129428022
1482185135670558723,1468110505502703616,0.8271333453464006
1482185135670558724,1468110505502703616,0.8271333453464006
1482195175144030215,1599636587363303424,0.8270816017030704
1482195175144030213,1599636587363303424,0.8270816017030704
1523505369161269249,1599636587363303424,0.8269609581414817
1567747885687242752,1462717242717372416,0.8266564216630933
1631112859985510400,1479478335108153344,0.8265648560370543
1482194903428628481,1468110505502703616,0.8264176164537289
1482195175144030213,1471049670871613440,0.8262812136778515
1482195175144030215,1471049670871613440,0.8262812136778515
1524992426459136003,1471049670871613440,0.8260477561292556
1482195175148224520,1468110505502703616,0.8257939129276455
1482195175148224521,1468110505502703616,0.8257939129276455
1482194903424434217,1468148406491938816,0.8257748495193786
1482194903424434218,1468148406491938816,0.8257748495193786
1482191940312236047,1468148406491938816,0.8254675690147473
1482185135670558723,1466004681011625984,0.8253804898704515
1482185135670558724,1466004681011625984,0.8253804898704515
1524992426459136000,1582598236647063552,0.8250326507555555
1482194903424434218,1599636587363303424,0.8249795747536997
1482194903424434217,1599636587363303424,0.8249795747536997
1482195512215076867,1471049670871613440,0.8244943819045338
1539456406367895552,1469173034668654592,0.8242361103216644
1539449854449811456,1469173034668654592,0.8242361103216644
1482195359525634048,1470313042016337920,0.8239598716735306
1482194903428628481,1466004681011625984,0.8239027695350484
1482195359525634048,1470203287771938816,0.8238710913285733
1528570603106336768,1466004681011625984,0.8238450768065425
1482191940312236047,1466004681011625984,0.8238307234591467
1482195512210882569,1471049670871613440,0.8237195554396806
1522088865735770113,1471049670871613440,0.8235549734814971
1526834259040534528,1462717242717372416,0.8234668270231128
1482195175144030215,1467797054184095744,0.8233199386382685
1482195175144030213,1467797054184095744,0.8233199386382685
1482194903428628481,1468148406491938816,0.823071246788526
1482195175144030215,1469173034668654592,0.8230066291680146
1482195175144030213,1469173034668654592,0.8230066291680146
1482196338832703503,1466004681011625984,0.8229121926076589
1631112859985510400,1471049670871613440,0.8227273033172187
1482194903428628481,1462717242717372416,0.8224894164463032
1523505369161269249,1466004681011625984,0.8223926133488408
1528570603106336768,1599636587363303424,0.8221126960094813
1482195175148224520,1470203287771938816,0.8220625295742192
1482195175148224521,1470203287771938816,0.8220625295742192
1523505369165463552,1466004681011625984,0.8214509828367267
1567747885687242752,1468110505502703616,0.8214299335449969
1482196338832703503,1462717242717372416,0.8213722822884283
1482192126040211457,1582598236647063552,0.8212962931279584
1482192126040211458,1582598236647063552,0.8212962931279584
1482192055257137152,1470203287771938816,0.821275134267008
1567747885687242752,1471049670871613440,0.821211004131933
1523853950648975361,1468148406491938816,0.8211422056385335
1482185135670558724,1599636587363303424,0.8208981318670294
1482185135670558723,1599636587363303424,0.8208981318670294
1482185135670558725,1599636587363303424,0.8208946536124099
1482196280712232985,1469173034668654592,0.8201902823812561
1482196280712232987,1469173034668654592,0.8201902823812561
1482196338836897804,1469173034668654592,0.8201902823812561
1482196338836897802,1469173034668654592,0.8201902823812561
1524992426459136003,1466004681011625984,0.8197638672762992
1482184521620258821,1468148406491938816,0.819479283245545
1526834259040534528,1468110505502703616,0.818904146043456
1539449854449811456,1466004681011625984,0.8186739387857571
1539456406367895552,1466004681011625984,0.8186739387857571
1539456406367895553,1599636587363303424,0.8182638539521739
1482185135670558725,1466004681011625984,0.8182246659663568
1482192126040211457,1599636587363303424,0.8180957106297483
1482192126040211458,1599636587363303424,0.8180957106297483
1523853950653169664,1470313042016337920,0.8180033001511212
1523505369165463552,1599636587363303424,0.8179224031675032
1524992426459136000,1470313042016337920,0.8179113638690974
1567747885687242752,1468148406491938816,0.8178794628331667
1482192055257137152,1466004681011625984,0.817317664990991
1482195359529828368,1599636587363303424,0.8169728264892837
1482195359529828368,1466004681011625984,0.8168588227295271
1539449854449811456,1479478335108153344,0.8164043793249605
1539456406367895552,1479478335108153344,0.8164043793249605
1482195359525634048,1466004681011625984,0.8162992713933397
1524992426459136003,1468110505502703616,0.8159531259819652
1482191940312236047,1599636587363303424,0.8158901359632769
1528570603106336768,1471049670871613440,0.8158442551817391
1631112859897430016,1582598236647063552,0.8157890479393148
1482195175148224520,1468148406491938816,0.8152258095111824
1482195175148224521,1468148406491938816,0.8152258095111824
1482184521620258821,1599636587363303424,0.8152237030884667
1482192055257137152,1469173034668654592,0.8150553010365102
1482184521620258821,1470203287771938816,0.8149838895029919
1482196280712232985,1466004681011625984,0.8148355110022623
1482196338836897804,1466004681011625984,0.8148355110022623
1482196338836897802,1466004681011625984,0.8148355110022623
1482196280712232987,1466004681011625984,0.8148355110022623
1482192055257137152,1467797054184095744,0.8147223773499097
1631112859897430016,1473478366115004416,0.8145522090003762
1482185135670558724,1471049670871613440,0.8144800810251693
1482185135670558723,1471049670871613440,0.8144800810251693
1482195175148224520,1479478335108153344,0.814459690014144
1482195175148224521,1479478335108153344,0.814459690014144
1524992426459136000,1599636587363303424,0.814397658084084
1482191860389773326,1468110505502703616,0.8143877792754799
1539456406367895552,1468110505502703616,0.8142549137648647
1539449854449811456,1468110505502703616,0.8142549137648647
1482191940312236047,1471049670871613440,0.8137825205761767
1522088865735770113,1466004681011625984,0.8136538209887211
1482195359525634048,1468110505502703616,0.8136245570067028
1482195359529828368,1471049670871613440,0.8134966003626622
1524992426459136003,1469173034668654592,0.8128602772686276
1482194288887595016,1470313042016337920,0.8126321965046942
1526834259040534528,1468148406491938816,0.8125781766882141
1523505369161269249,1471049670871613440,0.8123793552130272
1523853950648975361,1468110505502703616,0.8123767923880614
1523853950653169665,1466004681011625984,0.812341513463175
1482191860389773326,1479478335108153344,0.8121904304307888
1482195359529828368,1468110505502703616,0.8121649193305609
1482184521620258821,1468110505502703616,0.8120751850148129
1482195359525634048,1462717242717372416,0.8120715514299794
1482194288887595017,1470313042016337920,0.8116590054195987
1482194288887595018,1470313042016337920,0.8116590054195987
1539817715076825088,1523993408442597376,0.8115170288297614
1482191940312236047,1462717242717372416,0.8115130145115975
1482195642792148997,1461534785997504512,0.8114882239538395
1482195642796343298,1461534785997504512,0.8114882239538395
1482195868789637125,1461534785997504512,0.8114882239538395
1482195868789637128,1461534785997504512,0.8114882239538395
1539449854449811456,1462717242717372416,0.8113686482994701
1539456406367895552,1462717242717372416,0.8113686482994701
1482184521620258821,1471049670871613440,0.8108483061125185
1482194903428628481,1471049670871613440,0.8105895925854072
1482191940312236047,1468110505502703616,0.8103296337795568
1539456406367895554,1466004681011625984,0.8102691522851156
1539456406367895554,1468148406491938816,0.8102187334956028
1604731457065058306,1470313042016337920,0.8099243742472284
1524992426459136003,1468148406491938816,0.8093841133734808
1482183390651351040,1599636587363303424,0.8091165118609095
1482195512210882569,1466004681011625984,0.8087468844504504
1482194903424434218,1471049670871613440,0.8084353326724185
1482194903424434217,1471049670871613440,0.8084353326724185
1482192055257137152,1479478335108153344,0.808144907444645
1528570603106336768,1468148406491938816,0.8077860268064101
1482196338836897804,1479478335108153344,0.8076546879152271
1482196280712232987,1479478335108153344,0.8076546879152271
1482196338836897802,1479478335108153344,0.8076546879152271
1482196280712232985,1479478335108153344,0.8076546879152271
1482196338836897804,1470203287771938816,0.8072763199038417
1482196338836897802,1470203287771938816,0.8072763199038417
1482196280712232985,1470203287771938816,0.8072763199038417
1482196280712232987,1470203287771938816,0.8072763199038417
1482194903428628490,1599636587363303424,0.8071838110205997
1539449854449811456,1468148406491938816,0.8069798029413303
1539456406367895552,1468148406491938816,0.8069798029413303
1482194903424434215,1582598236647063552,0.806860331984512
1482195359525634048,1461659304984707072,0.806685014480212
1524956737138982912,1469173034668654592,0.8062305605945979
1482183390651351040,1471049670871613440,0.8060468564003996
1567747885691437056,1468148406491938816,0.8060270113501099
1482194288887595017,1471049670871613440,0.8059898911982251
1482194288887595018,1471049670871613440,0.8059898911982251
1524992426459136003,1462717242717372416,0.8059694886975404
1482192126040211457,1468110505502703616,0.8056323771420733
1482192126040211458,1468110505502703616,0.8056323771420733
1631112859985510400,1468110505502703616,0.8055404582396698
1482195359529828368,1468148406491938816,0.8052144792372117
1523853950648975361,1471049670871613440,0.8052000872517082
1482184521620258821,1469173034668654592,0.8051814330955249
1482194288887595016,1471049670871613440,0.8050601666352291
1567747885691437056,1471049670871613440,0.8049244122084964
1522088865735770113,1468148406491938816,0.8048151837466074
1523505369165463552,1468110505502703616,0.8047406073649248
1524992426459136003,1479478335108153344,0.8042171022225256
1631112859897430016,1468148406491938816,0.8041505212797722
1482194903424434217,1469173034668654592,0.8034354938421981
1482194903424434218,1469173034668654592,0.8034354938421981
1542028331946475520,1599636587363303424,0.8034052705765766
1482183390651351040,1468110505502703616,0.8032390378215009
1482196087983964187,1649711597649788928,0.8031224505564286
1524992426459136001,1471049670871613440,0.8030933339687513
1482192126040211458,1466004681011625984,0.8030330307567568
1482192126040211457,1466004681011625984,0.8030330307567568
1482192126010851329,1649711597649788928,0.8030268019350555
1539456406367895554,1599636587363303424,0.802535871969542
1524992426459136001,1467797054184095744,0.8022590979920987
1482183390651351040,1462717242717372416,0.8020086035422808
1482195175148224521,1467797054184095744,0.8018792149060878
1482195175148224520,1467797054184095744,0.8018792149060878
1523505369161269249,1468148406491938816,0.8016531294832067
1526834259040534528,1466004681011625984,0.8016045673333333
1524956737138982912,1466004681011625984,0.8016045673333333
1482192126040211457,1469222105404014592,0.8016045673333333
1539456406367895553,1466004681011625984,0.8016045673333333
1482191860389773326,1466004681011625984,0.8016045673333333
1524992426459136001,1466004681011625984,0.8016045673333333
1524992426459136000,1466004681011625984,0.8016045673333333
1523853950653169664,1466004681011625984,0.8016045673333333
1482192126040211458,1469222105404014592,0.8016045673333333
1542028331946475520,1466004681011625984,0.8016045673333333
1567747885691437056,1466004681011625984,0.8016045673333333
1482194903428628490,1466004681011625984,0.8016045673333333
1567747885687242752,1466004681011625984,0.8016045673333333
1482195512215076867,1466004681011625984,0.8016045673333333
1524992426459136001,1599636587363303424,0.8014006615381276
1482196338832703503,1470203287771938816,0.8012407711578888
1523853950648975361,1462717242717372416,0.8005222422568098
1482191860389773326,1468148406491938816,0.8004364888793094
1482196280712232985,1467797054184095744,0.8004142088210302
1482196280712232987,1467797054184095744,0.8004142088210302
