招聘信息id,求职者id,匹配度,岗位数量
1482196280712232985,1470313042016337920,0.8764434946794517,0
1482196338836897802,1470313042016337920,0.8764434946794517,0
1482196280712232987,1470313042016337920,0.8764434946794517,0
1482196338836897804,1470313042016337920,0.8764434946794517,0
1482192055257137152,1469222105404014592,0.8763156122451281,0
1482194051863281665,1582598236647063552,0.8762965578184111,0
1482194288883400705,1582598236647063552,0.8761285740272864,0
1482185135674753034,1582598236647063552,0.8759570645547441,0
1482185135683141634,1582598236647063552,0.8759570645547441,0
1482195642796343297,1582598236647063552,0.8755985746729277,0
1482195868789637127,1582598236647063552,0.8755985746729277,0
1539456406367895553,1469222105404014592,0.8754571900144916,0
1482194903428628481,1469222105404014592,0.8735717054813401,0
1482195175144030226,1582598236647063552,0.8725748065600292,0
1482194190791213064,1582598236647063552,0.8720993660577517,0
1524992426459136003,1469222105404014592,0.8715160394568727,0
1523505369161269249,1467792600214929408,0.871329793348436,0
1482194457225986058,1582598236647063552,0.8711119343445765,0
1526834259040534528,1599636587363303424,0.8707439367528425,0
1482195175148224541,1582598236647063552,0.8707378601106148,0
1482195175144030215,1470313042016337920,0.8697414757687619,0
1482195175144030213,1470313042016337920,0.8697414757687619,0
1482194457225986062,1582598236647063552,0.8695422377379717,0
1482194457225986061,1582598236647063552,0.8695422377379717,0
1482192956965388288,1582598236647063552,0.8690640678495526,0
1482192989353803786,1582598236647063552,0.8690640678495526,0
1482185135670558725,1469222105404014592,0.8689294890881019,0
1523853950648975361,1470313042016337920,0.8688439379707593,0
1482194394978320386,1582598236647063552,0.8688072819741833,0
1539456406367895552,1582598236647063552,0.868286866763735,0
1539449854449811456,1582598236647063552,0.868286866763735,0
1482195175144030218,1582598236647063552,0.8679415304264219,0
1482196338832703503,1470313042016337920,0.8677896843493761,0
1482196148411301899,1582598236647063552,0.8675079732637371,0
1482195359529828368,1469222105404014592,0.8673936499100621,0
1482192055257137152,1470313042016337920,0.867214487433736,0
1482194903420239873,1582598236647063552,0.8671439078931316,0
1524992426459136003,1470313042016337920,0.8667452786389984,0
1482195175148224521,1467792600214929408,0.8661354375966089,0
1482195175148224520,1467792600214929408,0.8661354375966089,0
1526834259040534528,1470313042016337920,0.8658396368349345,0
1482184521620258821,1582598236647063552,0.8655833342778343,0
1482196338832703503,1582598236647063552,0.8655594371325911,0
1523505369165463552,1469222105404014592,0.8653396323783783,0
1482192989353803788,1582598236647063552,0.8651787575797922,0
1482192956965388290,1582598236647063552,0.8651787575797922,0
1482195175144030213,1582598236647063552,0.8646476306439699,0
1482195175144030215,1582598236647063552,0.8646476306439699,0
1482194457225986067,1582598236647063552,0.8640233229393358,0
1482194457225986068,1582598236647063552,0.8640233229393358,0
1482195175148224520,1470313042016337920,0.8638126635893677,0
1482195175148224521,1470313042016337920,0.8638126635893677,0
1482192055257137166,1582598236647063552,0.8635657620952534,0
1482196280712232975,1582598236647063552,0.8634521610806756,0
1482191940312236047,1470313042016337920,0.8634129731279825,0
1524992426459136001,1470313042016337920,0.8627831241387897,0
1524956737138982912,1467792600214929408,0.8623040386533408,0
1482184521620258821,1467792600214929408,0.862277996641709,0
1482184521620258821,1470313042016337920,0.8622021735158153,0
1567747885687242752,1470313042016337920,0.8620223289767929,0
1524956737138982912,1469222105404014592,0.8619440725420224,0
1482196338836897802,1582598236647063552,0.8616126905553554,0
1482196338836897804,1582598236647063552,0.8616126905553554,0
1482196280712232987,1582598236647063552,0.8616126905553554,0
1482196280712232985,1582598236647063552,0.8616126905553554,0
1482194190791213062,1582598236647063552,0.8615020787757952,0
1524992426459136003,1599636587363303424,0.8609466133734809,0
1523853950648975361,1582598236647063552,0.8609196034151101,0
1482191860389773325,1582598236647063552,0.8608993773602889,0
1523853950653169664,1467792600214929408,0.8605331387619047,0
1524992426459136003,1582598236647063552,0.8605224664261699,0
1482196338832703503,1467792600214929408,0.8604983828925123,0
1542028331946475520,1467792600214929408,0.8602421957027426,0
1482185135670558725,1467792600214929408,0.8597749125489155,0
1523853950653169665,1467792600214929408,0.8593022177750809,0
1526834259040534528,1582598236647063552,0.8592215704746269,0
1631112859985510400,1582598236647063552,0.8589766533292924,0
1482195512210882569,1470203287771938816,0.8588713689887018,0
1482194903424434217,1470313042016337920,0.8586294292202734,0
1482194903424434218,1470313042016337920,0.8586294292202734,0
1482194903424434219,1582598236647063552,0.858621794480323,0
1482191860389773323,1582598236647063552,0.8580989308061371,0
1482196338836897793,1582598236647063552,0.857898784092834,0
1482196338836897792,1582598236647063552,0.857898784092834,0
1567747885691437056,1469222105404014592,0.8568430300032497,0
1482191940312236047,1467792600214929408,0.8563225251404114,0
1482194903428628490,1467792600214929408,0.8556196686739723,0
1523505369161269249,1469222105404014592,0.8552790713455026,0
1567747885691437056,1467792600214929408,0.8546965347712816,0
1528570603106336768,1470313042016337920,0.8545542671051973,0
1482191860389773326,1469222105404014592,0.8542365424158116,0
1482191860389773326,1467792600214929408,0.8542365424158116,0
1482191860389773326,1599636587363303424,0.8539976520078689,0
1631112859897430016,1599636587363303424,0.8539861031564028,0
1482195359529828368,1467792600214929408,0.8538239409485848,0
1522088865735770113,1469222105404014592,0.8536969892626278,0
1542028331946475520,1470313042016337920,0.8535239941801802,0
1482185263353561097,1582598236647063552,0.8531823803063062,0
1482185263353561096,1582598236647063552,0.8531823803063062,0
1631112859897430016,1469222105404014592,0.8529537825564342,0
1482194903424434218,1467792600214929408,0.8527777517644677,0
1482194903424434217,1467792600214929408,0.8527777517644677,0
1482193597322362883,1582598236647063552,0.8525305767664395,0
1482185488751263756,1582598236647063552,0.8523598955011856,0
1482188020961640456,1582598236647063552,0.8523598955011856,0
1539456406367895554,1467792600214929408,0.8522003055332749,0
1482183390651351040,1582598236647063552,0.8520006193781811,0
1482194903416045590,1582598236647063552,0.8519495133124865,0
1482195512215076867,1582598236647063552,0.8519384113220765,0
1567747885687242752,1582598236647063552,0.8518882221303026,0
1482195512210882569,1467792600214929408,0.8515102526782155,0
1482185135670558724,1467792600214929408,0.8515053835933368,0
1482185135670558723,1467792600214929408,0.8515053835933368,0
1482195359525634048,1467792600214929408,0.8514025332070461,0
1631112859897430016,1467792600214929408,0.8512997707611835,0
1523505369165463552,1467792600214929408,0.8509323902516202,0
1482196338832703503,1471049670871613440,0.8505511928000448,0
1522088865735770113,1467792600214929408,0.8505158136665963,0
1482195512215076867,1470313042016337920,0.8503872008200405,0
1482195175144030215,1468110505502703616,0.8498402078525046,0
1482195175144030213,1468110505502703616,0.8498402078525046,0
1482195359525634048,1469222105404014592,0.8497383777505598,0
1542028331946475520,1582598236647063552,0.849726153697445,0
1539456406367895554,1469222105404014592,0.8496038991161543,0
1482192055257137152,1599636587363303424,0.8496025355039113,0
1539456406367895553,1470313042016337920,0.8495410278049106,0
1482185135670558724,1582598236647063552,0.8491968664971109,0
1482185135670558723,1582598236647063552,0.8491968664971109,0
1528570603106336768,1469222105404014592,0.8489425131265985,0
1524992426459136000,1467792600214929408,0.8488663640900901,0
1482192055257137152,1467792600214929408,0.8476595484764045,0
1523853950648975361,1467792600214929408,0.8474379006666666,0
1539449854449811456,1470313042016337920,0.8473376262961818,0
1539456406367895552,1470313042016337920,0.8473376262961818,0
1482185135670558723,1468148406491938816,0.8465077115455916,0
1482185135670558724,1468148406491938816,0.8465077115455916,0
1524992426459136000,1469222105404014592,0.8463414599557307,0
1482195359529828368,1470313042016337920,0.8462346554158489,0
1631112859985510400,1467792600214929408,0.8451818950989154,0
1482185135670558725,1582598236647063552,0.8450754241515427,0
1482196280712232985,1599636587363303424,0.8446769437141336,0
1482196280712232987,1599636587363303424,0.8446769437141336,0
1482196338836897802,1599636587363303424,0.8446769437141336,0
1482196338836897804,1599636587363303424,0.8446769437141336,0
1482191860389773326,1470313042016337920,0.844526193711476,0
1482194903424434218,1582598236647063552,0.8444540188168339,0
1482194903424434217,1582598236647063552,0.8444540188168339,0
1555102215444758529,1582598236647063552,0.8439592131774358,0
1528570603106336768,1582598236647063552,0.8436883579958718,0
1482195175148224520,1582598236647063552,0.8431924157481165,0
1482195175148224521,1582598236647063552,0.8431924157481165,0
1523505369161269249,1470313042016337920,0.8427986140009376,0
1482185135670558723,1462717242717372416,0.8424001434532712,0
1482185135670558724,1462717242717372416,0.8424001434532712,0
1482185135670558724,1470203287771938816,0.842268794813961,0
1482185135670558723,1470203287771938816,0.842268794813961,0
1482194903428628481,1470313042016337920,0.8421289804268928,0
1482184690793316352,1582598236647063552,0.8413845805015269,0
1482184521620258823,1582598236647063552,0.8413845805015269,0
1482185135670558725,1470313042016337920,0.8406779895703341,0
1482195175148224521,1599636587363303424,0.8406749364548848,0
1482195175148224520,1599636587363303424,0.8406749364548848,0
1523853950653169664,1582598236647063552,0.8403859768293229,0
1482194903424434218,1466004681011625984,0.8401944709969555,0
1482194903424434217,1466004681011625984,0.8401944709969555,0
1539456406367895553,1467792600214929408,0.8400988150199018,0
1482192055257137152,1582598236647063552,0.8400573441823432,0
1482192126040211457,1467792600214929408,0.8399778133468697,0
1482192126040211458,1467792600214929408,0.8399778133468697,0
1482196280712232987,1468110505502703616,0.8398453080740741,0
1482196338836897804,1468110505502703616,0.8398453080740741,0
1482196280712232985,1468110505502703616,0.8398453080740741,0
1482196338836897802,1468110505502703616,0.8398453080740741,0
1526834259040534528,1479478335108153344,0.8396729084754863,0
1524956737138982912,1582598236647063552,0.8391561358344809,0
1482194903428628481,1582598236647063552,0.8384550351384785,0
1524992426459136001,1582598236647063552,0.8382266093462395,0
1482191940312236047,1582598236647063552,0.8376343023603006,0
1523505369165463552,1470313042016337920,0.8375359256643536,0
1482183390651351040,1469222105404014592,0.8375158534804856,0
1523505369161269249,1582598236647063552,0.8374120308809302,0
1539449854449811456,1599636587363303424,0.8373624455417703,0
1539456406367895552,1599636587363303424,0.8373624455417703,0
1523853950653169665,1469222105404014592,0.8372138739670304,0
1539456406367895553,1582598236647063552,0.8369846444472463,0
1482196338836897804,1468148406491938816,0.8368616093540373,0
1482196338836897802,1468148406491938816,0.8368616093540373,0
1482196280712232985,1468148406491938816,0.8368616093540373,0
1482196280712232987,1468148406491938816,0.8368616093540373,0
1482195175148224520,1466004681011625984,0.8368468207141497,0
1482195175148224521,1466004681011625984,0.8368468207141497,0
1482194903428628490,1470313042016337920,0.8356380354725869,0
1526834259040534528,1469173034668654592,0.8354545569340242,0
1524956737138982912,1470313042016337920,0.8349822665508183,0
1482196338836897802,1462717242717372416,0.8349543613013338,0
1482196280712232985,1462717242717372416,0.8349543613013338,0
1482196338836897804,1462717242717372416,0.8349543613013338,0
1482196280712232987,1462717242717372416,0.8349543613013338,0
1482184521620258821,1466004681011625984,0.8349540437694586,0
1482194903428628481,1467792600214929408,0.8348447645993803,0
1482196338832703503,1599636587363303424,0.8346119332242485,0
1482195359525634048,1468148406491938816,0.8344535493551802,0
1567747885691437056,1470313042016337920,0.8344493739737475,0
1482194903428628490,1582598236647063552,0.8343203049141336,0
1524956737138982912,1599636587363303424,0.8342622735834926,0
1523853950648975361,1599636587363303424,0.8341748910535872,0
1522088865735770113,1470313042016337920,0.8339960136474435,0
1482183390651351040,1466004681011625984,0.8339624790032898,0
1482195359529828368,1582598236647063552,0.8336062899104401,0
1482195175144030215,1468148406491938816,0.8334944470556803,0
1482195175144030213,1468148406491938816,0.8334944470556803,0
1541254101239726080,1469222105404014592,0.8334344751406683,0
1482194288887595016,1467792600214929408,0.8333644178307542,0
1482194288887595016,1469222105404014592,0.8332994688487185,0
1482192055257137152,1462717242717372416,0.8331258017460095,0
1482196280712232987,1471049670871613440,0.8330417734953874,0
1482196338836897802,1471049670871613440,0.8330417734953874,0
1482196338836897804,1471049670871613440,0.8330417734953874,0
1482196280712232985,1471049670871613440,0.8330417734953874,0
1523853950653169665,1582598236647063552,0.8329271871656796,0
1523853950653169665,1470313042016337920,0.8329195441217181,0
1482195512210882569,1462717242717372416,0.8327727392638964,0
1523853950653169664,1599636587363303424,0.8327543082075005,0
1567747885687242752,1467792600214929408,0.8325227495044125,0
1482194288887595016,1466004681011625984,0.8324137699263114,0
1482183390651351040,1468148406491938816,0.8323125811729307,0
1482184521620258821,1462717242717372416,0.8316327844490502,0
1482195512210882569,1468148406491938816,0.8316147362916971,0
1482191860389773326,1467797054184095744,0.8314923868672561,0
1482195175144030213,1466004681011625984,0.8314770249064946,0
1482195175144030215,1466004681011625984,0.8314770249064946,0
1482192126040211458,1470313042016337920,0.8314257617241223,0
1482192126040211457,1470313042016337920,0.8314257617241223,0
1539456406367895554,1470313042016337920,0.8313896117249661,0
1482194288887595018,1467792600214929408,0.8313767125239281,0
1482194288887595017,1467792600214929408,0.8313767125239281,0
1482195512215076867,1467792600214929408,0.8313741905884233,0
1523853950653169664,1469222105404014592,0.831068853047619,0
1539456406367895554,1582598236647063552,0.8310009047887179,0
1482195175144030213,1470203287771938816,0.8308592923623919,0
1482195175144030215,1470203287771938816,0.8308592923623919,0
1631112859985510400,1466004681011625984,0.8308030057196435,0
1482195512210882569,1599636587363303424,0.8307543618398957,0
1482195175144030215,1467792600214929408,0.8304324003431861,0
1482195175144030213,1467792600214929408,0.8304324003431861,0
1542028331946475520,1469222105404014592,0.8302350876936937,0
1482195175148224521,1462717242717372416,0.8302076185789798,0
1482195175148224520,1462717242717372416,0.8302076185789798,0
1482194903428628481,1470203287771938816,0.8300751591314742,0
1482196338832703503,1468148406491938816,0.8300304454214699,0
1522088865735770113,1582598236647063552,0.8300078938639495,0
1482195175144030215,1462717242717372416,0.8299630663628917,0
1482195175144030213,1462717242717372416,0.8299630663628917,0
1482194903424434218,1462717242717372416,0.8299103164348187,0
1482194903424434217,1462717242717372416,0.8299103164348187,0
1631112859985510400,1469222105404014592,0.8294879808677684,0
1482191860389773326,1469173034668654592,0.8294653712608199,0
1482194288887595018,1466004681011625984,0.8294322119660724,0
1482194288887595017,1466004681011625984,0.8294322119660724,0
1482192055257137152,1468148406491938816,0.8292476045030868,0
1482183390651351040,1470313042016337920,0.8290278871927466,0
1482194903424434217,1468110505502703616,0.8290084518474073,0
1482194903424434218,1468110505502703616,0.8290084518474073,0
1482195512210882569,1468110505502703616,0.8289755167310787,0
1567747885687242752,1470203287771938816,0.8287356205714236,0
1523853950648975361,1466004681011625984,0.8285932999538438,0
1524992426459136001,1467792600214929408,0.8282304786552448,0
1523505369165463552,1582598236647063552,0.8280443172760535,0
1482191860389773326,1582598236647063552,0.8279724090499002,0
1482194288887595018,1469222105404014592,0.8277227575402425,0
1482194288887595017,1469222105404014592,0.8277227575402425,0
1482196338832703503,1468110505502703616,0.8276443535504839,0
1567747885691437056,1582598236647063552,0.8274878121897056,0
1482195359525634048,1582598236647063552,0.827482317926512,0
1482195512210882562,1461534785997504512,0.8273704594023923,0
1482194903424434217,1470203287771938816,0.8272033129428022,0
1482194903424434218,1470203287771938816,0.8272033129428022,0
1482185135670558723,1468110505502703616,0.8271333453464006,0
1482185135670558724,1468110505502703616,0.8271333453464006,0
1482195175144030215,1599636587363303424,0.8270816017030704,0
1482195175144030213,1599636587363303424,0.8270816017030704,0
1523505369161269249,1599636587363303424,0.8269609581414817,0
1567747885687242752,1462717242717372416,0.8266564216630933,0
1631112859985510400,1479478335108153344,0.8265648560370543,0
1482194903428628481,1468110505502703616,0.8264176164537289,0
1482195175144030213,1471049670871613440,0.8262812136778515,0
1482195175144030215,1471049670871613440,0.8262812136778515,0
1524992426459136003,1471049670871613440,0.8260477561292556,0
1482195175148224520,1468110505502703616,0.8257939129276455,0
1482195175148224521,1468110505502703616,0.8257939129276455,0
1482194903424434217,1468148406491938816,0.8257748495193786,0
1482194903424434218,1468148406491938816,0.8257748495193786,0
1482191940312236047,1468148406491938816,0.8254675690147473,0
1482185135670558723,1466004681011625984,0.8253804898704515,0
1482185135670558724,1466004681011625984,0.8253804898704515,0
1524992426459136000,1582598236647063552,0.8250326507555555,0
1482194903424434218,1599636587363303424,0.8249795747536997,0
1482194903424434217,1599636587363303424,0.8249795747536997,0
1482195512215076867,1471049670871613440,0.8244943819045338,0
1539456406367895552,1469173034668654592,0.8242361103216644,0
1539449854449811456,1469173034668654592,0.8242361103216644,0
1482195359525634048,1470313042016337920,0.8239598716735306,0
1482194903428628481,1466004681011625984,0.8239027695350484,0
1482195359525634048,1470203287771938816,0.8238710913285733,0
1528570603106336768,1466004681011625984,0.8238450768065425,0
1482191940312236047,1466004681011625984,0.8238307234591467,0
1482195512210882569,1471049670871613440,0.8237195554396806,0
1522088865735770113,1471049670871613440,0.8235549734814971,0
1526834259040534528,1462717242717372416,0.8234668270231128,0
1482195175144030215,1467797054184095744,0.8233199386382685,0
1482195175144030213,1467797054184095744,0.8233199386382685,0
1482194903428628481,1468148406491938816,0.823071246788526,0
1482195175144030215,1469173034668654592,0.8230066291680146,0
1482195175144030213,1469173034668654592,0.8230066291680146,0
1482196338832703503,1466004681011625984,0.8229121926076589,0
1631112859985510400,1471049670871613440,0.8227273033172187,0
1482194903428628481,1462717242717372416,0.8224894164463032,0
1523505369161269249,1466004681011625984,0.8223926133488408,0
1528570603106336768,1599636587363303424,0.8221126960094813,0
1482195175148224520,1470203287771938816,0.8220625295742192,0
1482195175148224521,1470203287771938816,0.8220625295742192,0
1523505369165463552,1466004681011625984,0.8214509828367267,0
1567747885687242752,1468110505502703616,0.8214299335449969,0
1482196338832703503,1462717242717372416,0.8213722822884283,0
1482192126040211457,1582598236647063552,0.8212962931279584,0
1482192126040211458,1582598236647063552,0.8212962931279584,0
1482192055257137152,1470203287771938816,0.821275134267008,0
1567747885687242752,1471049670871613440,0.821211004131933,0
1523853950648975361,1468148406491938816,0.8211422056385335,0
1482185135670558724,1599636587363303424,0.8208981318670294,0
1482185135670558723,1599636587363303424,0.8208981318670294,0
1482185135670558725,1599636587363303424,0.8208946536124099,0
1482196280712232985,1469173034668654592,0.8201902823812561,0
1482196280712232987,1469173034668654592,0.8201902823812561,0
1482196338836897804,1469173034668654592,0.8201902823812561,0
1482196338836897802,1469173034668654592,0.8201902823812561,0
1524992426459136003,1466004681011625984,0.8197638672762992,0
1482184521620258821,1468148406491938816,0.819479283245545,0
1526834259040534528,1468110505502703616,0.818904146043456,0
1539449854449811456,1466004681011625984,0.8186739387857571,0
1539456406367895552,1466004681011625984,0.8186739387857571,0
1539456406367895553,1599636587363303424,0.8182638539521739,0
1482185135670558725,1466004681011625984,0.8182246659663568,0
1482192126040211457,1599636587363303424,0.8180957106297483,0
1482192126040211458,1599636587363303424,0.8180957106297483,0
1523853950653169664,1470313042016337920,0.8180033001511212,0
1523505369165463552,1599636587363303424,0.8179224031675032,0
1524992426459136000,1470313042016337920,0.8179113638690974,0
1567747885687242752,1468148406491938816,0.8178794628331667,0
1482192055257137152,1466004681011625984,0.817317664990991,0
1482195359529828368,1599636587363303424,0.8169728264892837,0
1482195359529828368,1466004681011625984,0.8168588227295271,0
1539449854449811456,1479478335108153344,0.8164043793249605,0
1539456406367895552,1479478335108153344,0.8164043793249605,0
1482195359525634048,1466004681011625984,0.8162992713933397,0
1524992426459136003,1468110505502703616,0.8159531259819652,0
1482191940312236047,1599636587363303424,0.8158901359632769,0
1528570603106336768,1471049670871613440,0.8158442551817391,0
1631112859897430016,1582598236647063552,0.8157890479393148,0
1482195175148224520,1468148406491938816,0.8152258095111824,0
1482195175148224521,1468148406491938816,0.8152258095111824,0
1482184521620258821,1599636587363303424,0.8152237030884667,0
1482192055257137152,1469173034668654592,0.8150553010365102,0
1482184521620258821,1470203287771938816,0.8149838895029919,0
1482196280712232985,1466004681011625984,0.8148355110022623,0
1482196338836897804,1466004681011625984,0.8148355110022623,0
1482196338836897802,1466004681011625984,0.8148355110022623,0
1482196280712232987,1466004681011625984,0.8148355110022623,0
1482192055257137152,1467797054184095744,0.8147223773499097,0
1631112859897430016,1473478366115004416,0.8145522090003762,0
1482185135670558724,1471049670871613440,0.8144800810251693,0
1482185135670558723,1471049670871613440,0.8144800810251693,0
1482195175148224520,1479478335108153344,0.814459690014144,0
1482195175148224521,1479478335108153344,0.814459690014144,0
1524992426459136000,1599636587363303424,0.814397658084084,0
1482191860389773326,1468110505502703616,0.8143877792754799,0
1539456406367895552,1468110505502703616,0.8142549137648647,0
1539449854449811456,1468110505502703616,0.8142549137648647,0
1482191940312236047,1471049670871613440,0.8137825205761767,0
1522088865735770113,1466004681011625984,0.8136538209887211,0
1482195359525634048,1468110505502703616,0.8136245570067028,0
1482195359529828368,1471049670871613440,0.8134966003626622,0
1524992426459136003,1469173034668654592,0.8128602772686276,0
1482194288887595016,1470313042016337920,0.8126321965046942,0
1526834259040534528,1468148406491938816,0.8125781766882141,0
1523505369161269249,1471049670871613440,0.8123793552130272,0
1523853950648975361,1468110505502703616,0.8123767923880614,0
1523853950653169665,1466004681011625984,0.812341513463175,0
1482191860389773326,1479478335108153344,0.8121904304307888,0
1482195359529828368,1468110505502703616,0.8121649193305609,0
1482184521620258821,1468110505502703616,0.8120751850148129,0
1482195359525634048,1462717242717372416,0.8120715514299794,0
1482194288887595017,1470313042016337920,0.8116590054195987,0
1482194288887595018,1470313042016337920,0.8116590054195987,0
1539817715076825088,1523993408442597376,0.8115170288297614,0
1482191940312236047,1462717242717372416,0.8115130145115975,0
1482195642792148997,1461534785997504512,0.8114882239538395,0
1482195642796343298,1461534785997504512,0.8114882239538395,0
1482195868789637125,1461534785997504512,0.8114882239538395,0
1482195868789637128,1461534785997504512,0.8114882239538395,0
1539449854449811456,1462717242717372416,0.8113686482994701,0
1539456406367895552,1462717242717372416,0.8113686482994701,0
1482184521620258821,1471049670871613440,0.8108483061125185,0
1482194903428628481,1471049670871613440,0.8105895925854072,0
1482191940312236047,1468110505502703616,0.8103296337795568,0
1539456406367895554,1466004681011625984,0.8102691522851156,0
1539456406367895554,1468148406491938816,0.8102187334956028,0
1604731457065058306,1470313042016337920,0.8099243742472284,0
1524992426459136003,1468148406491938816,0.8093841133734808,0
1482183390651351040,1599636587363303424,0.8091165118609095,0
1482195512210882569,1466004681011625984,0.8087468844504504,0
1482194903424434218,1471049670871613440,0.8084353326724185,0
1482194903424434217,1471049670871613440,0.8084353326724185,0
1482192055257137152,1479478335108153344,0.808144907444645,0
1528570603106336768,1468148406491938816,0.8077860268064101,0
1482196338836897804,1479478335108153344,0.8076546879152271,0
1482196280712232987,1479478335108153344,0.8076546879152271,0
1482196338836897802,1479478335108153344,0.8076546879152271,0
1482196280712232985,1479478335108153344,0.8076546879152271,0
1482196338836897804,1470203287771938816,0.8072763199038417,0
1482196338836897802,1470203287771938816,0.8072763199038417,0
1482196280712232985,1470203287771938816,0.8072763199038417,0
1482196280712232987,1470203287771938816,0.8072763199038417,0
1482194903428628490,1599636587363303424,0.8071838110205997,0
1539449854449811456,1468148406491938816,0.8069798029413303,0
1539456406367895552,1468148406491938816,0.8069798029413303,0
1482194903424434215,1582598236647063552,0.806860331984512,0
1482195359525634048,1461659304984707072,0.806685014480212,0
1524956737138982912,1469173034668654592,0.8062305605945979,0
1482183390651351040,1471049670871613440,0.8060468564003996,0
1567747885691437056,1468148406491938816,0.8060270113501099,0
1482194288887595017,1471049670871613440,0.8059898911982251,0
1482194288887595018,1471049670871613440,0.8059898911982251,0
1524992426459136003,1462717242717372416,0.8059694886975404,0
1482192126040211457,1468110505502703616,0.8056323771420733,0
1482192126040211458,1468110505502703616,0.8056323771420733,0
1631112859985510400,1468110505502703616,0.8055404582396698,0
1482195359529828368,1468148406491938816,0.8052144792372117,0
1523853950648975361,1471049670871613440,0.8052000872517082,0
