求职者id,招聘信息id,企业名称,满意度
1582598236647063552,1482196338836897804,佰聆数据股份有限公司,0.727944438970437
1582598236647063552,1482196280712232985,佰聆数据股份有限公司,0.727944438970437
1582598236647063552,1482196338836897802,佰聆数据股份有限公司,0.727944438970437
1582598236647063552,1482196280712232987,佰聆数据股份有限公司,0.727944438970437
1469173034668654592,1482184521620258821,远成物流股份有限公司,0.7275289985705342
1582598236647063552,1482194457225986061,广州欧博化妆品有限公司,0.7275052714244483
1582598236647063552,1482194457225986062,广州欧博化妆品有限公司,0.7275052714244483
1479478335108153344,1482195359529828368,广东省国际工程咨询有限公司,0.7270018060009373
1582598236647063552,1482194457225986058,广州欧莱雅百库网络科技有限公司,0.7268796130974838
1468110505502703616,1482184521620258821,远成物流股份有限公司,0.7268526327535372
1472869555029278720,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7266560808375294
1582598236647063552,1482195175148224541,广东云衣网络科技有限公司,0.7266472336491138
1582598236647063552,1482191860389773325,三盟科技股份有限公司,0.7263816757735019
1467792600214929408,1482183390651351040,中经汇通电子商务有限公司,0.726140694174175
1582598236647063552,1482196280712232975,北京合瑞阳光医药科技有限公司,0.7254967995725026
1469173034668654592,1482194903424434217,广州多泽信息技术有限公司,0.7252090517479993
1469173034668654592,1482194903424434218,广州多泽信息技术有限公司,0.7252090517479993
1582598236647063552,1482194457225986067,广州茂建药业有限公司,0.7251382181500023
1582598236647063552,1482194457225986068,广州茂建药业有限公司,0.7251382181500023
1470203287771938816,1482195359529828368,广东省国际工程咨询有限公司,0.7250018014308316
1582598236647063552,1526834259040534528,广州市凝新信息科技有限公司,0.7246930162503449
1582598236647063552,1482196338832703503,阿里巴巴(中国)有限公司,0.7245499789203416
1582598236647063552,1482194190791213062,广州市三横信息科技有限公司,0.7242853848073496
1582598236647063552,1482194394978320386,广州市艾依格家居制品有限公司,0.7242125869143473
1582598236647063552,1524992426459136003,尚阳科技股份有限公司,0.7240830880433388
1471049670871613440,1482196338832703503,阿里巴巴(中国)有限公司,0.7239611366506966
1582598236647063552,1482195175144030226,广州爱韵生物科技有限公司,0.7237168977729582
1471049670871613440,1482184521620258821,远成物流股份有限公司,0.723428344328156
1582598236647063552,1482192055257137152,联通(广东)产业互联网有限公司,0.7232363444709042
1469222105404014592,1524992426459136003,尚阳科技股份有限公司,0.7232331635160015
1479478335108153344,1482191860389773326,三福服饰有限公司,0.7232007247284356
1582598236647063552,1482194903420239873,广州嘉检医学检测有限公司,0.7231792787730879
1468114577727291392,1482195175144030215,广州百田信息科技有限公司,0.7229024760109685
1468114577727291392,1482195175144030213,广州百田信息科技有限公司,0.7229024760109685
1469222105404014592,1482194903428628481,广州丹梨信息技术有限公司,0.7225614258798223
1582598236647063552,1482194903424434219,广州多泽信息技术有限公司,0.7224961172904655
1468110505502703616,1482183390651351040,中经汇通电子商务有限公司,0.7222508898055761
1467792600214929408,1542028331946475520,京易无忧（广东）电子商务有限公司,0.7220759419865113
1467792600214929408,1539456406367895554,扬州振扬信息科技有限公司,0.722047798049677
1467797054184095744,1482195359529828368,广东省国际工程咨询有限公司,0.7219261011007374
1467792600214929408,1482195175148224520,广西金数盾信息科技有限公司,0.7218394107087314
1467792600214929408,1482195175148224521,广西金数盾信息科技有限公司,0.7218394107087314
1582598236647063552,1523853950648975361,广州市汇聚支付电子科技有限公司,0.7216676579746336
1599636587363303424,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7216210331422437
1471049670871613440,1482196280712232987,佰聆数据股份有限公司,0.7215924363865012
1471049670871613440,1482196280712232985,佰聆数据股份有限公司,0.7215924363865012
1471049670871613440,1482196338836897804,佰聆数据股份有限公司,0.7215924363865012
1471049670871613440,1482196338836897802,佰聆数据股份有限公司,0.7215924363865012
1471049670871613440,1482183390651351040,中经汇通电子商务有限公司,0.7213330043609362
1467792600214929408,1523505369161269249,广州六度共识科技有限公司,0.7211687228881698
1468114577727291392,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7209840597451901
1469173034668654592,1482183390651351040,中经汇通电子商务有限公司,0.7208097418382856
1469222105404014592,1539456406367895554,扬州振扬信息科技有限公司,0.7204348789117687
1466004681011625984,1482195512215076867,广东快乐种子科技有限公司,0.7203963835495494
1471049670871613440,1482194903424434218,广州多泽信息技术有限公司,0.7201546183923254
1471049670871613440,1482194903424434217,广州多泽信息技术有限公司,0.7201546183923254
1582598236647063552,1567747885687242752,广州粤烽泰卓贸易有限公司 ,0.7201374513697798
1467792600214929408,1523853950653169664,广州市汇聚支付电子科技有限公司,0.7201339523526382
1462717242717372416,1482196338836897802,佰聆数据股份有限公司,0.7199444380333565
1462717242717372416,1482196338836897804,佰聆数据股份有限公司,0.7199444380333565
1462717242717372416,1482196280712232987,佰聆数据股份有限公司,0.7199444380333565
1462717242717372416,1482196280712232985,佰聆数据股份有限公司,0.7199444380333565
1582598236647063552,1482195175148224521,广西金数盾信息科技有限公司,0.7197030867553478
1582598236647063552,1482195175148224520,广西金数盾信息科技有限公司,0.7197030867553478
1582598236647063552,1542028331946475520,京易无忧（广东）电子商务有限公司,0.7191510452985357
1582598236647063552,1482185263353561096,施德朗(广州)电气科技有限公司,0.7191170872732732
1582598236647063552,1482185263353561097,施德朗(广州)电气科技有限公司,0.7191170872732732
1469967882053091328,1482195175144030215,广州百田信息科技有限公司,0.7188886125877011
1469967882053091328,1482195175144030213,广州百田信息科技有限公司,0.7188886125877011
1582598236647063552,1482193597322362883,广州思德医疗科技有限公司,0.7187121790136589
1582598236647063552,1482196338836897792,阿里巴巴(中国)有限公司,0.7186714440017046
1582598236647063552,1482196338836897793,阿里巴巴(中国)有限公司,0.7186714440017046
1469222105404014592,1523505369165463552,广州六度共识科技有限公司,0.7184219334294293
1469241606338117632,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7183044318974288
1582598236647063552,1482192055257137166,立邦投资有限公司,0.7181203701509006
1468110505502703616,1482196338836897804,佰聆数据股份有限公司,0.7173105112906238
1468110505502703616,1482196280712232987,佰聆数据股份有限公司,0.7173105112906238
1468110505502703616,1482196280712232985,佰聆数据股份有限公司,0.7173105112906238
1468110505502703616,1482196338836897802,佰聆数据股份有限公司,0.7173105112906238
1582598236647063552,1528570603106336768,广州市森能投资管理有限公司,0.7171750510099935
1462717242717372416,1482183390651351040,中经汇通电子商务有限公司,0.7168756504492109
1649711597649788928,1482192126010851329,康朝药业有限公司,0.7167947735403272
1467797054184095744,1482184521620258821,远成物流股份有限公司,0.7167672085395167
1467792600214929408,1482195359525634048,广东易积网络股份有限公司,0.7165846364967604
1467792600214929408,1524956737138982912,广东迈科医学科技股份有限公司,0.7165361858123606
1469222105404014592,1524956737138982912,广东迈科医学科技股份有限公司,0.716312570500784
1470203287771938816,1482195512210882569,广东联邦车网科技股份有限公司,0.7161844737397737
1469173034668654592,1482195359529828368,广东省国际工程咨询有限公司,0.7161397600643034
1462717242717372416,1482185135670558724,同溢堂药业有限公司,0.7160614849148017
1462717242717372416,1482185135670558723,同溢堂药业有限公司,0.7160614849148017
1467792600214929408,1482192126040211458,荟才环球企业咨询(北京)有限公司,0.7158730982926023
1467792600214929408,1482192126040211457,荟才环球企业咨询(北京)有限公司,0.7158730982926023
1462717242717372416,1482192055257137152,联通(广东)产业互联网有限公司,0.7157809536030698
1467792600214929408,1482191940312236047,链链好车融资租赁(广州)有限公司,0.7157435105465482
1469222105404014592,1482195359525634048,广东易积网络股份有限公司,0.7155508429556098
1467792600214929408,1482184521620258821,远成物流股份有限公司,0.715545637055203
1469222105404014592,1567747885691437056,广州粤烽泰卓贸易有限公司 ,0.7155361727292914
1466004681011625984,1482194903420239883,广州华研文化传播有限公司,0.715414693561568
1582598236647063552,1555102215444758529,佛山市格来德小家电有限公司,0.715336286344596
1582598236647063552,1482185488751263756,深圳市云创得力数据有限公司,0.7152306192705289
1582598236647063552,1482188020961640456,深圳市云创得力数据有限公司,0.7152306192705289
1582598236647063552,1539456406367895553,扬州振扬信息科技有限公司,0.7151333498852603
1470316546227306496,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7151152445319235
1582598236647063552,1482191860389773323,上海百事通信息技术股份有限公司,0.7147243082894799
1466004681011625984,1482192055257137152,联通(广东)产业互联网有限公司,0.7147241413873873
1467792600214929408,1523853950653169665,广州市汇聚支付电子科技有限公司,0.7146714182970779
1469222105404014592,1482194288887595016,广州市倍儿行科技有限公司,0.7145605508218015
1582598236647063552,1482185135670558724,同溢堂药业有限公司,0.7143853517073917
1582598236647063552,1482185135670558723,同溢堂药业有限公司,0.7143853517073917
1469967882053091328,1482184521620258821,远成物流股份有限公司,0.7143264314722374
1469222105404014592,1482191860389773326,三福服饰有限公司,0.7142736880923231
1461534785997504512,1482192126048600071,海南高图网络科技有限公司,0.71425476997463
1461534785997504512,1482192126048600072,海南高图网络科技有限公司,0.71425476997463
1631135062105915392,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7141945853063076
1599636587363303424,1631112859897430016,深圳市海柔创新科技有限公司,0.7141181121887509
1469222105404014592,1522088865735770113,广州棒谷科技股份有限公司,0.7140255034840594
1466004681011625984,1482195175148224521,广西金数盾信息科技有限公司,0.7139280877177308
1466004681011625984,1482195175148224520,广西金数盾信息科技有限公司,0.7139280877177308
1467792600214929408,1482194903424434218,广州多泽信息技术有限公司,0.7135414543584618
1467792600214929408,1482194903424434217,广州多泽信息技术有限公司,0.7135414543584618
1469967882053091328,1482183390651351040,中经汇通电子商务有限公司,0.7130944873688156
1649711597649788928,1482193772577161223,广州市幸福网络技术有限公司,0.7129668803391458
1649711597649788928,1482193772577161224,广州市幸福网络技术有限公司,0.7129668803391458
1467792600214929408,1567747885691437056,广州粤烽泰卓贸易有限公司 ,0.7127846833325283
1468148406491938816,1482196280712232987,佰聆数据股份有限公司,0.7126208803986109
1468148406491938816,1482196338836897802,佰聆数据股份有限公司,0.7126208803986109
1468148406491938816,1482196338836897804,佰聆数据股份有限公司,0.7126208803986109
1468148406491938816,1482196280712232985,佰聆数据股份有限公司,0.7126208803986109
1467797054184095744,1482194903424434217,广州多泽信息技术有限公司,0.7125452983970187
1467797054184095744,1482194903424434218,广州多泽信息技术有限公司,0.7125452983970187
1649711597649788928,1482194288883400705,广州市华好日用品有限公司,0.7118935471987872
1470313042016337920,1482195359529828368,广东省国际工程咨询有限公司,0.7118374596843473
1467792600214929408,1482191860389773326,三福服饰有限公司,0.711437567011242
1467792600214929408,1482194903428628490,广州昌钰文化有限公司,0.7114094030146394
1630818546172952576,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7112648675130588
1469222105404014592,1523505369161269249,广州六度共识科技有限公司,0.7111978198257415
1469222105404014592,1528570603106336768,广州市森能投资管理有限公司,0.7111589576288765
1469222105404014592,1482194288887595018,广州市倍儿行科技有限公司,0.7110962301604754
1469222105404014592,1482194288887595017,广州市倍儿行科技有限公司,0.7110962301604754
1582598236647063552,1482194903416045590,广州金菇棒电子商务有限公司,0.7110782003050949
1467789372454731776,1482185135670558725,腾讯音乐娱乐科技(深圳)有限公司,0.7108790506356663
1582598236647063552,1523853950653169664,广州市汇聚支付电子科技有限公司,0.7108693901788491
1467789372454731776,1482195175144030215,广州百田信息科技有限公司,0.7107852426341028
1467789372454731776,1482195175144030213,广州百田信息科技有限公司,0.7107852426341028
1582598236647063552,1482194903428628490,广州昌钰文化有限公司,0.7106421087911851
1582598236647063552,1482191940312236047,链链好车融资租赁(广州)有限公司,0.710578077185603
1582598236647063552,1482194903428628481,广州丹梨信息技术有限公司,0.7103745322434092
1630818546172952576,1482195175144030213,广州百田信息科技有限公司,0.7102354017196909
1630818546172952576,1482195175144030215,广州百田信息科技有限公司,0.7102354017196909
1582598236647063552,1524992426459136001,尚阳科技股份有限公司,0.7102326313724728
1462717242717372416,1482195512210882569,广东联邦车网科技股份有限公司,0.7100808247365537
1649711597649788928,1482192989353803788,广州无卡数据技术股份有限公司,0.7099567495221073
1649711597649788928,1482192956965388290,广州无卡数据技术股份有限公司,0.7099567495221073
1470203287771938816,1482183390651351040,中经汇通电子商务有限公司,0.7098931060180184
1649711597649788928,1482194288883400704,广州市欢乐特卖网络科技有限公司,0.7098575960671686
1468079045689344000,1482195175144030213,广州百田信息科技有限公司,0.7097497128009934
1468079045689344000,1482195175144030215,广州百田信息科技有限公司,0.7097497128009934
1582598236647063552,1523505369161269249,广州六度共识科技有限公司,0.7097266053561443
1467792600214929408,1523505369165463552,广州六度共识科技有限公司,0.7094719799870493
1649711597649788928,1482192311990484993,广州卓铸网络科技有限公司,0.7094499977060816
1582598236647063552,1524956737138982912,广东迈科医学科技股份有限公司,0.7093920039534155
1467792600214929408,1522088865735770113,广州棒谷科技股份有限公司,0.7092131975630193
